Index	Label	Frequency
1801	fired	126
1802	bless	9
1803	mistaking	1
1804	grapes	13
1805	sour	16
1806	poor	136
1807	arriving	16
1808	lose	224
1809	active	17
1810	fit	85
1811	blame	131
1812	expect	186
1813	deaf	30
1814	hug	42
1815	treats	17
1816	mobile	25
1817	raffle	2
1818	ticket	127
1819	dreams	67
1820	insects	14
1821	everywhere	58
1822	answered	67
1823	simply	24
1824	istanbul	4
1825	bends	1
1826	backwards	16
1827	rules	154
1828	concerts	6
1829	steak	26
1830	slept	110
1831	tells	50
1832	lightning	28
1833	struck	31
1834	tower	31
1835	bribe	16
1836	list	175
1837	schools	16
1838	closed	172
1839	appreciate	243
1840	hedgehog	2
1841	small	291
1842	animal	39
1843	nurse	41
1844	join	133
1845	club	73
1846	somebody	194
1847	smarter	62
1848	murder	58
1849	case	161
1850	training	26
1851	pocket	46
1852	cake	178
1853	sewing	11
1854	taxi	97
1855	picked	67
1856	passengers	34
1857	useful	49
1858	phrases	5
1859	surround	2
1860	lift	42
1861	higher	32
1862	security	28
1863	adopt	9
1864	blinking	2
1865	longs	1
1866	husband	124
1867	staying	113
1868	spend	324
1869	played	119
1870	cello	10
1871	gains	5
1872	five	213
1873	seconds	19
1874	front	182
1875	evening	161
1876	hobby	50
1877	animals	109
1878	religion	14
1879	philosophy	8
1880	baseball	88
1881	worried	199
1882	prove	59
1883	persevering	4
1884	men	158
1885	opinion	150
1886	unnecessary	18
1887	clear	135
1888	firmly	5
1889	determined	38
1890	saturday	52
1891	approve	15
1892	ashamed	90
1893	outraged	16
1894	recommend	44
1895	shower	111
1896	report	177
1897	diet	52
1898	meat	110
1899	crawling	11
1900	maggots	2
1901	speech	118
1902	slander	1
1903	wallet	69
1904	firemen	3
1905	rushed	17
1906	burning	26
1907	depressed	76
1908	scribble	2
1909	fluent	21
1910	songs	70
1911	babysit	4
1912	trusting	8
1913	painted	100
1914	their	643
1915	toenails	4
1916	prohibited	21
1917	sobbing	9
1918	collected	13
1919	second	165
1920	worse	114
1921	ugly	48
1922	laundry	19
1923	approach	21
1924	dealing	15
1925	joking	44
1926	course	73
1927	bears	11
1928	common	81
1929	nightmare	14
1930	disappeared	33
1931	writing	161
1932	election	36
1933	suitcase	74
1934	feed	82
1935	manufacturer	1
1936	guaranteed	7
1937	temple	9
1938	carefully	128
1939	uncomfortable	33
1940	cause	72
1941	hawaii	12
1942	tourist	11
1943	resort	8
1944	newspapers	38
1945	moon	67
1946	theirs	8
1947	mars	23
1948	thin	41
1949	atmosphere	15
1950	women	134
1951	lonely	91
1952	fluently	27
1953	speakers	15
1954	capable	36
1955	mumble	1
1956	apples	103
1957	breaks	19
1958	dish	13
1959	washes	10
1960	obey	56
1961	orders	44
1962	ambitious	34
1963	considered	77
1964	winter	108
1965	faith	24
1966	believing	8
1967	ain'	11
1968	mourned	4
1969	killed	189
1970	petty	2
1971	authority	25
1972	pace	15
1973	disneyland	9
1974	numbers	24
1975	refused	106
1976	sign	117
1977	height	23
1978	devil	9
1979	acquainted	20
1980	sing	251
1981	phone'	3
1982	ringing	27
1983	normally	17
1984	kinds	48
1985	mistakes	177
1986	fresh	75
1987	bringing	20
1988	added	17
1989	afterthought	1
1990	brush	54
1991	teeth	86
1992	would'	98
1993	missed	177
1994	involving	1
1995	responses	2
1996	players	17
1997	needed	242
1998	assistance	37
1999	hacksaw	8
2000	thinking	267
2001	minute	186
2002	lend	113
2003	female	13
2004	clients	7
2005	differ	21
2006	male	6
2007	resting	6
2008	admission	12
2009	singapore	6
2010	particularly	23
2011	type	64
2012	spring	80
2013	cheaper	34
2014	9	21
2015	dreaming	39
2016	smart	135
2017	romantic	17
2018	wondering	39
2019	service	35
2020	jump	67
2021	enticing	2
2022	kissed	117
2023	cheek	16
2024	naked	49
2025	manage	56
2026	criminals	11
2027	jail	47
2028	fair	74
2029	badminton	3
2030	emerged	5
2031	chosen	43
2032	methuselah	1
2033	unprotected	2
2034	prom	12
2035	combat	6
2036	situations	14
2037	illegal	45
2038	grabbed	21
2039	collar	4
2040	suitcases	25
2041	invention	10
2042	transistor	1
2043	marked	6
2044	era	4
2045	critical	20
2046	condition	42
2047	interpret	3
2048	handrail	3
2049	absconded	1
2050	voted	26
2051	basket	25
2052	follow	161
2053	hammer	29
2054	results	61
2055	excellent	55
2056	weapon	29
2057	gambler	5
2058	gate	34
2059	lay	48
2060	emergencies	2
2061	retired	47
2062	signing	5
2063	documents	24
2064	consider	107
2065	possibility	56
2066	alternatives	15
2067	panicked	17
2068	recovered	30
2069	according	54
2070	contract	43
2071	bereavement	3
2072	uncle'	13
2073	nephew'	3
2074	deserves	30
2075	handmade	5
2076	attach	6
2077	recent	27
2078	photograph	16
2079	application	20
2080	talks	69
2081	counter	11
2082	dancing	63
2083	nerve	25
2084	nobody'	39
2085	forcing	7
2086	blue	113
2087	designate	1
2088	rivers	7
2089	adapt	10
2090	easily	110
2091	estimate	9
2092	damage	40
2093	hottest	5
2094	purse	31
2095	talked	180
2096	january	12
2097	permission	67
2098	text	24
2099	astonishment	3
2100	lightly	12
2101	alike	27
2102	agreed	120
2103	rooms	30
2104	crazy	207
2105	coincidence	35
2106	commission	6
2107	concluded	8
2108	notify	5
2109	arrives	13
2110	robbed	32
2111	unable	46
2112	completely	162
2113	marrying	11
2114	hasn'	148
2115	helped	185
2116	lower	31
2117	decided	283
2118	insulin	3
2119	particular	58
2120	gun	123
2121	enemy	82
2122	attack	43
2123	poisoner	1
2124	intent	5
2125	grew	77
2126	roses	41
2127	snowstorm	11
2128	raged	4
2129	achieved	22
2130	aims	1
2131	kyoto	30
2132	white	158
2133	billowed	2
2134	sistine	1
2135	chapel	2
2136	chain	11
2137	king	60
2138	wax	3
2139	uninsured	6
2140	guardian	5
2141	angels	3
2142	packed	22
2143	tourists	23
2144	move	180
2145	necessary	173
2146	patience	39
2147	reformed	3
2148	perfectly	55
2149	symmetrical	1
2150	butter	40
2151	cream	65
2152	effort	40
2153	john'	12
2154	digging	16
2155	grave	15
2156	ceiling	25
2157	yourselves	44
2158	plenty	94
2159	kissing	34
2160	chuckled	7
2161	changed	194
2162	headache	58
2163	ordinary	16
2164	bicycles	9
2165	hammering	1
2166	buying	96
2167	selfish	26
2168	scarcely	9
2169	funny	198
2170	kiss	140
2171	gown	1
2172	silk	11
2173	competed	5
2174	canceled	34
2175	costs	55
2176	sleeps	28
2177	teddy	5
2178	painkiller	2
2179	strict	30
2180	holes	10
2181	actually	172
2182	resilient	14
2183	scraped	2
2184	mud	27
2185	boots	22
2186	pain	158
2187	suffered	20
2188	tortured	6
2189	unimaginable	4
2190	suddenly	97
2191	appeared	36
2192	mist	2
2193	music	284
2194	teenager	26
2195	distance	56
2196	building	167
2197	meal	77
2198	impressed	95
2199	suspect	49
2200	pub	5
2201	unsung	2
2202	runs	49
2203	surgery	22
2204	human	47
2205	nature	34
2206	root	9
2207	underdog	3
2208	disturbed	33
2209	reservation	29
2210	cut	229
2211	natural	54
2212	wood	36
2213	bookcase	7
2214	winds	5
2215	moist	3
2216	mortal	2
2217	languages	77
2218	revelation	4
2219	radio	127
2220	counts	10
2221	broad	6
2222	shoulders	16
2223	wonderful	122
2224	refuse	54
2225	manipulate	4
2226	angry	301
2227	dust	20
2228	steal	29
2229	pockets	32
2230	shaver	1
2231	alphabet	11
2232	something'	35
2233	weekend	170
2234	medicine	134
2235	ensure	1
2236	night'	18
2237	enemies	32
2238	price	122
2239	nobel	2
2240	prize	56
2241	handle	184
2242	climb	53
2243	stories	39
2244	leather	11
2245	couch	51
2246	brothers	75
2247	bacon	5
2248	champagne	14
2249	adult	22
2250	judging	17
2251	sky	89
2252	decays	1
2253	warm	104
2254	concentrate	34
2255	apparently	22
2256	adopted	34
2257	coward	20
2258	helping	87
2259	began	193
2260	counting	32
2261	bible	11
2262	dressed	122
2263	recognize	92
2264	tigers	9
2265	suspicious	35
2266	queen	14
2267	rid	84
2268	scoundrel	1
2269	fashionably	1
2270	recently	68
2271	noticed	66
2272	mary'	215
2273	richest	18
2274	dance	158
2275	wreck	21
2276	prison	105
2277	guard	24
2278	woman	214
2279	pershing'	1
2280	forces	12
2281	directly	7
2282	battle	26
2283	bomb	22
2284	reserved	17
2285	windsurfing	4
2286	understands	40
2287	once-in-a-lifetime	2
2288	relationship	28
2289	based	19
2290	total	23
2291	honesty	34
2292	bound	23
2293	koala	3
2294	singing	110
2295	privacy	25
2296	bench	35
2297	breath	78
2298	conceited	9
2299	table	267
2300	justice	14
2301	uncertain	4
2302	hired	55
2303	remembers	11
2304	rotted	1
2305	awful	43
2306	british	19
2307	goods	35
2308	ambition	20
2309	promised	126
2310	decorate	18
2311	braked	3
2312	road	146
2313	song	216
2314	batteries	11
2315	essay	14
2316	tuba	1
2317	gift	117
2318	apple	128
2319	shoelaces	5
2320	market	53
2321	saturated	1
2322	wandered	13
2323	aimlessly	2
2324	district	5
2325	add	55
2326	ounces	1
2327	grated	1
2328	cheese	42
2329	rule	70
2330	apply	45
2331	chinese	62
2332	present	217
2333	mall	24
2334	though	94
2335	elevators	3
2336	zoo	55
2337	twice	108
2338	guts	11
2339	sleepy	83
2340	churches	2
2341	designated	2
2342	crosses	5
2343	schedule	74
2344	shaggy	1
2345	flexible	15
2346	lotus	1
2347	position	47
2348	autumn	25
2349	laughs	12
2350	dependent	8
2351	teaching	61
2352	wears	51
2353	sunglasses	23
2354	indoors	19
2355	fighting	70
2356	brags	2
2357	having	309
2358	traffic	120
2359	remains	26
2360	unpredictable	7
2361	woken	8
2362	heart	168
2363	mondays	31
2364	curtain	18
2365	citizen	10
2366	recognized	46
2367	tablets	2
2368	motivated	22
2369	failed	97
2370	entrance	27
2371	screaming	33
2372	mouth	72
2373	pardon	29
2374	science	36
2375	dollar	18
2376	sight	91
2377	repeat	34
2378	law	83
2379	impractical	2
2380	balls	12
2381	somehow	12
2382	opened	136
2383	wear	150
2384	skinny	38
2385	dipping	9
2386	handwriting	13
2387	judge	49
2388	appearance	25
2389	guilty	79
2390	barking	36
2391	idiot	67
2392	racket	17
2393	public	93
2394	step	70
2395	fever	46
2396	shivering	7
2397	foods	44
2398	spoon	23
2399	contradicted	3
2400	chinese-japanese	2
2401	notebook	26
2402	unethical	4
2403	yen	65
2404	press	34
2405	words	185
2406	loud	63
2407	pink	13
2408	received	85
2409	unwilling	7
2410	childish	13
2411	tries	9
2412	shot	134
2413	paying	60
2414	send	144
2415	qualified	18
2416	excused	14
2417	harder	116
2418	definitely	30
2419	originals	2
2420	relief	12
2421	garage	50
2422	reliable	35
2423	rang	61
2424	doorbell	9
2425	off-guard	4
2426	heavily	20
2427	flattered	13
2428	firm	27
2429	handshake	4
2430	intelligent	36
2431	soothe	2
2432	salesmen	2
2433	disreputable	2
2434	bunch	20
2435	ultimate	6
2436	test	114
2437	downstairs	52
2438	student	204
2439	crop	10
2440	herself	97
2441	lifted	20
2442	flunked	5
2443	tears	80
2444	paragraph	6
2445	vague	13
2446	annoying	32
2447	pants	46
2448	children'	19
2449	o'	144
2450	minister	17
2451	attended	33
2452	standing	75
2453	remarkable	16
2454	extent	10
2455	chased	11
2456	mailman	5
2457	stuck	77
2458	electrician	7
2459	boy'	8
2460	black	130
2461	crowd	51
2462	rice	70
2463	salt	70
2464	noticing	2
2465	actions	15
2466	sports	53
2467	describe	32
2468	cheated	34
2469	riddles	5
2470	upstairs	71
2471	flirting	13
2472	proper	14
2473	forms	9
2474	weird'	6
2475	folded	23
2476	arms	49
2477	chest	20
2478	works	225
2479	flight	65
2480	arranged	15
2481	despise	21
2482	bridge	81
2483	clears	3
2484	cooks	13
2485	core	4
2486	subject	71
2487	girls	132
2488	pad	6
2489	soldier	20
2490	parent	6
2491	set	140
2492	followed	106
2493	ordinarily	1
2494	savings	12
2495	laughter	20
2496	filled	55
2497	rigor	1
2498	mortis	1
2499	sets	12
2500	excited	78
2501	pushed	48
2502	gently	15
2503	learning	99
2504	usable	3
2505	immediately	122
2506	when'	12
2507	served	39
2508	pickpockets	17
2509	target	23
2510	regular	19
2511	employment	6
2512	workers	51
2513	beside	23
2514	admit	92
2515	fault	113
2516	deviate	3
2517	model	42
2518	available	54
2519	mugs	2
2520	eighteen	17
2521	player	68
2522	counter-productive	2
2523	boring	80
2524	repaired	40
2525	broken	164
2526	flute	9
2527	keeps	72
2528	favorite	244
2529	movies	119
2530	computers	34
2531	split	21
2532	organic	11
2533	chemistry	10
2534	mug	9
2535	instructions	31
2536	sensible	14
2537	waylaid	1
2538	band	45
2539	guerrillas	1
2540	visa	21
2541	relieved	46
2542	praise	14
2543	appointment	71
2544	mad	145
2545	opportunity	71
2546	icky	2
2547	slavery	13
2548	abolished	9
2549	suggesting	16
2550	swimmers	3
2551	announced	17
2552	differs	11
2553	ways	36
2554	spite	27
2555	verify	18
2556	suits	25
2557	laws	17
2558	reach	64
2559	useless	30
2560	delicate	15
2561	flag	18
2562	embroiled	2
2563	scandal	10
2564	kid	115
2565	maple	2
2566	forest	44
2567	refresh	3
2568	page	51
2569	hung	46
2570	crooked	5
2571	head	178
2572	leaves	97
2573	audience	38
2574	hall	28
2575	absolute	17
2576	third	51
2577	acupuncture	2
2578	cure	21
2579	diseases	10
2580	hectic	3
2581	saint	16
2582	separate	10
2583	politics	34
2584	duck	6
2585	pressed	19
2586	lips	13
2587	halfway	20
2588	scratched	10
2589	blankets	8
2590	childbirth	1
2591	spending	73
2592	footsteps	4
2593	housework	10
2594	favor	93
2595	cried	76
2596	joy	15
2597	blackmailed	9
2598	oldest	56
2599	self-conscious	3
2600	thirteen	41
2601	good-by	1
2602	skeptics	2
2603	woods	48
2604	chuck'	1
2605	bar	33
2606	grill	1
2607	treated	45
2608	logical	19
2609	distinguish	10
2610	frog	12
2611	toad	3
2612	tickets	72
2613	advantage	54
2614	sale	42
2615	sweaters	1
2616	starts	27
2617	push	68
2618	button	86
2619	kite	13
2620	fugitive	5
2621	crossed	45
2622	fact	83
2623	leftovers	5
2624	growing	69
2625	sailor	9
2626	doubts	34
2627	miracles	6
2628	tools	14
2629	policeman	57
2630	hugged	19
2631	heart'	2
2632	aching	5
2633	air	156
2634	conditioner	18
2635	empty	109
2636	imagined	27
2637	charge	102
2638	hesitate	33
2639	composition	16
2640	spelling	17
2641	basked	5
2642	sun	97
2643	poaching	2
2644	scientist	26
2645	ought	95
2646	manager	73
2647	wall	97
2648	stick	69
2649	eiffel	11
2650	embarrassing	28
2651	trespassing	3
2652	exact	27
2653	turning	29
2654	volume	29
2655	explosion	45
2656	textbooks	14
2657	300	17
2658	threw	51
2659	cutting	9
2660	cigarettes	27
2661	coughing	7
2662	pacific	10
2663	ocean	33
2664	osaka	22
2665	raincoat	9
2666	led	20
2667	negotiations	12
2668	flinching	8
2669	insulting	7
2670	object	21
2671	reprinting	2
2672	article	65
2673	detective	19
2674	upon	30
2675	crime	79
2676	slippery	9
2677	golf	55
2678	asking	123
2679	whale	21
2680	relation	1
2681	talents	12
2682	interests	6
2683	injustice	3
2684	professional	30
2685	golfer	6
2686	comic	11
2687	bleach	2
2688	intervened	4
2689	remembered	27
2690	1939	4
2691	needn'	4
2692	umbrella	142
2693	computer-generated	1
2694	diligent	1
2695	confirm	15
2696	realize	89
2697	parties	39
2698	scary	21
2699	aunt	31
2700	boss	181
2701	snowed	16
2702	risks	27
2703	remind	45
2704	container	1
2705	watertight	1
2706	passport	62
2707	soldiers	57
2708	returned	73
2709	kindness	34
2710	braces	7
2711	america	102
2712	independent	13
2713	season	42
2714	hiking	16
2715	appointed	8
2716	sand	32
2717	coarse	3
2718	rough	34
2719	irritating	9
2720	diver	2
2721	tooth	24
2722	sees	23
2723	library	145
2724	coughed	11
2725	menace	2
2726	confident	52
2727	frustrated	12
2728	glasses	124
2729	reads	25
2730	shook	29
2731	passed	106
2732	administration	7
2733	approved	23
2734	completed	9
2735	applauded	8
2736	solved	45
2737	photogenic	8
2738	miserable	27
2739	clothing	18
2740	artist	45
2741	apes	2
2742	rank	8
2743	intelligence	12
2744	oneself	3
2745	fist	6
2746	indicate	4
2747	stress	9
2748	concerned	67
2749	throw	98
2750	wondered	32
2751	deny	31
2752	prisoner	24
2753	awoke	8
2754	editor	5
2755	attempts	5
2756	vain	25
2757	floods	4
2758	weddings	3
2759	balance	10
2760	reached	62
2761	custom	20
2762	existence	11
2763	shell	5
2764	smashed	13
2765	fort	8
2766	giddy	4
2767	mr	13
2768	jackson	33
2769	partially	2
2770	misled	7
2771	pressing	7
2772	charges	25
2773	attic	21
2774	barely	45
2775	forced	79
2776	hello	44
2777	won	143
2778	dishonor	2
2779	stamped	3
2780	drill	13
2781	losing	63
2782	sang	49
2783	pick	98
2784	vivid	14
2785	imagination	54
2786	internet	32
2787	connection	22
2788	slow	78
2789	friendly	83
2790	whose	130
2791	holidays	31
2792	harvest	13
2793	wheat	14
2794	silence	40
2795	borrowed	45
2796	tied	22
2797	parcel	5
2798	string	8
2799	kidnapped	13
2800	resignation	8
2801	adores	9
2802	asian	9
2803	makeup	9
2804	80	5
2805	kilos	9
2806	shy	66
2807	artistic	3
2808	assured	4
2809	none	120
2810	teachers	51
2811	swims	10
2812	forever	66
2813	sharpen	4
2814	knives	11
2815	equal	21
2816	president	80
2817	embarrassed	69
2818	vibrate	4
2819	queer	1
2820	expression	7
2821	jazz	27
2822	50	19
2823	strokes	1
2824	names	59
2825	landlord	4
2826	rent	80
2827	neurosurgeon	1
2828	spectators	4
2829	restless	6
2830	legs	54
2831	envelopes	2
2832	danger	144
2833	smelled	13
2834	biologist	3
2835	tasted	16
2836	wins	14
2837	graduate	22
2838	college	131
2839	brown	37
2840	butcher'	3
2841	disgusting	29
2842	tap	11
2843	drinkable	6
2844	inside	126
2845	disobeying	2
2846	relics	1
2847	ancient	27
2848	civilization	6
2849	resembles	10
2850	massage	10
2851	jealous	95
2852	elbows	4
2853	various	15
2854	mumbling	4
2855	desperate	37
2856	sings	18
2857	bodyguard	15
2858	irreplaceable	3
2859	teaches	41
2860	joke	112
2861	brand	17
2862	disco	3
2863	ravine	1
2864	hide	83
2865	congressman	2
2866	senator	6
2867	sounds	144
2868	tolstoy	1
2869	shock	26
2870	divorce	35
2871	majored	6
2872	psychology	6
2873	deceptive	1
2874	giveaway	1
2875	ship	122
2876	sank	14
2877	crew	19
2878	board	27
2879	provoke	4
2880	judgement	8
2881	anyone'	5
2882	seats	40
2883	cooled	2
2884	thief	55
2885	stubbed	3
2886	toe	6
2887	economy	32
2888	developed	12
2889	jobs	38
2890	appetite	18
2891	readily	1
2892	proposal	82
2893	curriculum	2
2894	university	65
2895	precise	9
2896	coach	26
2897	groceries	4
2898	convey	6
2899	feelings	90
2900	optimistic	24
2901	difficulty	43
2902	practices	5
2903	occurred	44
2904	waiter	12
2905	statistics	6
2906	standards	15
2907	risen	6
2908	advance	41
2909	correct	118
2910	neat	22
2911	suffer	21
2912	congratulate	9
2913	dishwasher	17
2914	joined	21
2915	screwed	7
2916	note	37
2917	discover	10
2918	younger	102
2919	control	106
2920	discouraged	20
2921	awkward	21
2922	tb	3
2923	reckon	4
2924	daughter'	20
2925	phoned	14
2926	photographic	2
2927	thursday	15
2928	calm	87
2929	blood	91
2930	simple	90
2931	financially	9
2932	reaching	4
2933	unbearable	8
2934	bribed	5
2935	politician	18
2936	demand	22
2937	punished	61
2938	freezes	7
2939	zero	16
2940	degrees	19
2941	celsius	3
2942	wished	20
2943	dazed	2
2944	dope	8
2945	speaker	54
2946	improve	29
2947	distances	8
2948	basic	15
2949	aid	11
2950	preliminary	2
2951	scheduled	8
2952	announcement	9
2953	trustworthy	7
2954	raining	112
2955	suit	71
2956	fits	23
2957	viral	4
2958	unexpected	29
2959	sounded	33
2960	gunshot	49
2961	circled	1
2962	bearing	2
2963	secretary	22
2964	supplies	23
2965	storage	1
2966	insult	20
2967	oil	50
2968	liquids	3
2969	workout	3
2970	hid	77
2971	friendship	42
2972	scratch	10
2973	fortunately	15
2974	tastes	64
2975	muscles	10
2976	defenseless	7
